id,language,title,artist,genre,cluster_pca,cluster_vae
bn_bangla_songs_4235,bn,সুখের লাগিয়া পিরীতি করিনু শ্যাম বন্ধুয়ার সনে,,ফোক গান,0,0
en_english_songs_388,en,Fantasy (with GAYLE & Em Beihold),Lauren Spencer Smith,,1,1
bn_bangla_songs_4294,bn,"আদি পরম বাণী, ঊর বীণাপাণি",,নজরুলগীতি,0,0
en_english_songs_291,en,I Need A Doctor,Dr. Dre,,1,1
bn_bangla_songs_3573,bn,আমার মানস-বনে ফুটেছে রে শ্যামা-লতার মঞ্জরী,,নজরুলগীতি,0,0
bn_bangla_songs_329,bn,আমি তো নয় রে বাউল রে বাউল হইলো আমার মন রে,,ফোক গান,0,0
bn_bangla_songs_880,bn,"বড় ভাবী গো, আমারে ঠেকাইছন আলায়",,ফোক গান,0,0
bn_bangla_songs_3721,bn,"আমি ‘মদিনা’ মহারাজার মেয়ে, সকলের জানা আছে",,নজরুলগীতি,0,0
en_english_songs_613,en,Heart of Steel - Eurovision Version,TVORCHI,,1,1
bn_bangla_songs_7423,bn,নারী হয় লজ্জাতে লাল,,ফোক গান,0,0
en_english_songs_114,en,Burden In My Hand,Soundgarden,,1,1
en_english_songs_30,en,Be My Baby,The Ronettes,,1,1
bn_bangla_songs_783,bn,সোনার যৌবন আমার বিফলে গেল,,ফোক গান,0,0
bn_bangla_songs_7345,bn,জল বলে চল মোর সাথে চল,,ফোক গান,0,0
bn_bangla_songs_446,bn,আমার মন পরানের নাও শূন্য ভরে উড়াল দিয়া যাও,,ফোক গান,0,0
en_english_songs_95,en,Have You Ever Really Loved A Woman?,Bryan Adams,,1,1
bn_bangla_songs_2897,bn,চোখ গেল চোখ গেল কেন ডাকিস রে,,নজরুলগীতি,0,0
bn_bangla_songs_1588,bn,ভুবনমোহন শ্যামরূপ গো সখী দেখিতে সুন্দর,,ফোক গান,0,0
en_english_songs_793,en,Sugar,Maroon 5,,1,1
bn_bangla_songs_1925,bn,ও জলে দেখিবি যদি আয়,,ফোক গান,0,0
en_english_songs_23,en,Light My Fire,The Doors,,1,1
bn_bangla_songs_4935,bn,তরুতলে ছিন্নবৃন্ত মালতীর ফুল,,রবীন্দ্রসঙ্গীত,0,0
bn_bangla_songs_4378,bn,স্যার আমি পারব (হন্টারভিউ),,আধুনিক বাংলা গান,0,0
bn_bangla_songs_3833,bn,একদিন পরের কথা ভাবলি নারে,,ফোক গান,0,0
bn_bangla_songs_2338,bn,আশেক বিনে ভেদের কথা কে আর পোছে,,ফোক গান,0,0
bn_bangla_songs_1441,bn,তরা দেখ সখীগন ভালোমতে কাটে গুয়া দেবের নারীগণ,,ফোক গান,0,0
en_english_songs_750,en,Fight Song,Rachel Platten,,1,1
bn_bangla_songs_555,bn,দীপ খোঁজে আলো মন খোঁজে মন,,আধুনিক বাংলা গান,0,0
en_english_songs_293,en,Beautiful,Eminem,,1,1
bn_bangla_songs_4665,bn,ঝরাপাতার গান (ও ঝরা পাতা- ও ঝরা পাতাগো),,আধুনিক বাংলা গান,0,0
en_english_songs_19,en,Every Breath You Take - Remastered 2003,The Police,,1,1
en_english_songs_452,en,Dancin’ In The Country,Tyler Hubbard,,1,1
bn_bangla_songs_550,bn,"এমনি বরষা ছিল সেদিন, শিয়রে প্রদীপ ছিল মলিন",,আধুনিক বাংলা গান,0,0
bn_bangla_songs_1422,bn,"কেনে ভাবে আইলাম রে, নিতাই চৈতন্যের হাটে মাইরা খাইলাম",,ফোক গান,0,0
en_english_songs_563,en,Calendar,Nines,,1,1
bn_bangla_songs_3364,bn,আসিলে কে গো বিদেশি,,নজরুলগীতি,0,0
bn_bangla_songs_2606,bn,পড় লাইলাহা ইল্লাল্লাহু নকসা যার আছে দীলে,,ফোক গান,0,0
bn_bangla_songs_2796,bn,রাম-ছাগী গায় চতুরঙ্গ বেড়ার ধারে,,নজরুলগীতি,0,0
bn_bangla_songs_5609,bn,আমি আগের ঠিকানায় আছি,,আধুনিক বাংলা গান,0,0
en_english_songs_203,en,Cruel Summer,Taylor Swift,,1,1
en_english_songs_702,en,Make You Smile,D-Block Europe,,1,1
bn_bangla_songs_3971,bn,সদা বল তত্ত্ব তত্ত্ব কত তত্ত্ব শুন চব্বিশ তত্ত্বে হয় দেহের গঠন,,ফোক গান,0,0
en_english_songs_98,en,Doin' Time,Sublime,,1,1
bn_bangla_songs_235,bn,দয়াল মুর্শিদ গো এই ভবে নেই,,ফোক গান,0,0
bn_bangla_songs_2804,bn,ঘুমাইতে দাও শ্রান্ত রবিরে,,নজরুলগীতি,0,0
en_english_songs_172,en,TQG,KAROL G,,1,1
en_english_songs_11,en,Johnny B. Goode - Single Version,Chuck Berry,,1,1
bn_bangla_songs_6818,bn,ঘুমন্ত শহরে রূপালী রাতে,,আধুনিক বাংলা গান,0,0
bn_bangla_songs_4645,bn,বিধিরে তুই আমায় ছাড়া রঙ্গ করার মানুষ দেখলি না,,আধুনিক বাংলা গান,0,0
en_english_songs_738,en,Freak Of The Week,Krept & Konan,,1,1
bn_bangla_songs_2330,bn,জানতে আদম সফির আদ্য কথা,,ফোক গান,0,0
en_english_songs_728,en,Bad Blood,Taylor Swift,,1,1
bn_bangla_songs_5502,bn,তুমি        এবার আমায় লহো হে নাথ,,রবীন্দ্রসঙ্গীত,0,0
bn_bangla_songs_2459,bn,শিয়রের দীপ যদি শেষে নিভে যায়,,আধুনিক বাংলা গান,0,0
en_english_songs_665,en,Perfect,Ed Sheeran,,1,1
bn_bangla_songs_2580,bn,পাখী জানে ফুল কেন ফোটে গো,,আধুনিক বাংলা গান,0,0
en_english_songs_605,en,Too Many Nights (feat. Don Toliver & with Future),Metro Boomin,,1,1
en_english_songs_112,en,I Finally Found Someone (feat. Bryan Adams),Barbra Streisand,,1,1
en_english_songs_273,en,Higher,Eminem,,1,1
bn_bangla_songs_6736,bn,সে তারা ভরা রাতে,,আধুনিক বাংলা গান,0,0
bn_bangla_songs_6214,bn,দুয়ার মোর পথপাশে,,রবীন্দ্রসঙ্গীত,0,0
bn_bangla_songs_4136,bn,শুন কমলিনি চল কুল রাখি আর না করিও নাম,,ফোক গান,0,0
en_english_songs_499,en,Que Vuelvas,Carin Leon,,1,1
bn_bangla_songs_7296,bn,শ্রী দুর্গা নাম ভুলো না,,ফোক গান,0,0
en_english_songs_631,en,Cold Heart - PNAU Remix,Elton John,,1,1
en_english_songs_351,en,Here,Tom Grennan,,1,1
en_english_songs_398,en,SNAP,Rosa Linn,,1,1
bn_bangla_songs_3924,bn,আছে মায়ের ওতে জগৎ পিতা ভেবে দেখ না,,ফোক গান,0,0
bn_bangla_songs_6862,bn,পাহাড়ের কান্না দেখে তোমরা তাকে ঝরণা বলো,,আধুনিক বাংলা গান,0,0
bn_bangla_songs_1088,bn,দেইখে আইলাম শ্যামকালা গো সজনী,,ফোক গান,0,0
en_english_songs_620,en,Bad Habits,Ed Sheeran,,1,1
en_english_songs_105,en,Change the World,Eric Clapton,,1,1
en_english_songs_143,en,You're Gorgeous,Babybird,,1,1
en_english_songs_4,en,Bridge Over Troubled Water,Simon & Garfunkel,,1,1
bn_bangla_songs_31,bn,আপন জেনে সহায় থেকো পারলে এক্তিয়ারে,,ফোক গান,0,0
en_english_songs_213,en,Frágil,Yahritza Y Su Esencia,,1,1
en_english_songs_181,en,Yandel 150,Yandel,,1,1
bn_bangla_songs_1944,bn,গউর নিতাই আইসে রে ও হরির নাম অমৃতে ভাসাইলে,,ফোক গান,0,0
bn_bangla_songs_1840,bn,আমার গৃহ কর্ম না লয় মনে,,ফোক গান,0,0
bn_bangla_songs_6475,bn,ভুল করেছিনু ভুল ভেঙেছে,,রবীন্দ্রসঙ্গীত,0,0
en_english_songs_413,en,All By Myself,Alok,,1,1
bn_bangla_songs_2893,bn,নূরজাহান! নূরজাহান!,,নজরুলগীতি,0,0
bn_bangla_songs_6367,bn,আমি    এলেম তারি দ্বারে,,রবীন্দ্রসঙ্গীত,0,0
bn_bangla_songs_5425,bn,যেতে যেতে চায় না যেতে,,রবীন্দ্রসঙ্গীত,0,0
en_english_songs_311,en,Survival,Eminem,,1,1
bn_bangla_songs_2594,bn,মায় যে আমার কত কাছে রয়,,ফোক গান,0,0
bn_bangla_songs_5707,bn,মধু-গন্ধে ভরা   মৃদু-স্নিগ্ধছায়া   নীপ-কুঞ্জতলে,,রবীন্দ্রসঙ্গীত,0,0
en_english_songs_261,en,Somebody's Pleasure,Aziz Hedra,,1,1
en_english_songs_399,en,Made You Look,Meghan Trainor,,1,1
bn_bangla_songs_1931,bn,গৌরচান ছাপাইয়ে রাখবো কেউরিরে না দেখতে দিবো,,ফোক গান,0,0
bn_bangla_songs_1404,bn,যাবে যদি মন সহজ ভাবের দেশে,,ফোক গান,0,0
bn_bangla_songs_6565,bn,না বলে যেয়ো না চলে মিনতি করি,,রবীন্দ্রসঙ্গীত,0,0
en_english_songs_459,en,Tennessee Orange,Megan Moroney,,1,1
bn_bangla_songs_2672,bn,যে রসুল বলতে নয়ন ঝরে,,নজরুলগীতি,0,0
en_english_songs_717,en,Lay Me Down,Sam Smith,,1,1
en_english_songs_634,en,Where Did You Go? (feat. MNEK),Jax Jones,,1,1
bn_bangla_songs_1277,bn,বল না বল না সখী কি করি উপায় গো,,ফোক গান,0,0
en_english_songs_174,en,Tattoo,Loreen,,1,1
en_english_songs_299,en,The Monster,Eminem,,1,1
en_english_songs_453,en,What Is Real?,The Band That Saved The World,,1,1
en_english_songs_428,en,Reflections,The Band That Saved The World,,1,1
en_english_songs_321,en,Guilty Conscience,Eminem,,1,1
bn_bangla_songs_559,bn,"প্রভুজী, প্রভুজী, প্রভুজী তুমি দাও দরশন",,আধুনিক বাংলা গান,0,0
en_english_songs_85,en,1979 - Remastered 2012,The Smashing Pumpkins,,1,1
en_english_songs_97,en,Un-Break My Heart,Toni Braxton,,1,1
en_english_songs_239,en,Bye,Aditya Bhardwaj,,1,1
bn_bangla_songs_870,bn,স্বাধীন দেশে থাকি আমরা স্বাধীন দেশে থাকি,,ফোক গান,0,0
bn_bangla_songs_6246,bn,তুমি মোর পাও নাই পরিচয়,,রবীন্দ্রসঙ্গীত,0,0
en_english_songs_28,en,Waterloo Sunset - Mono Version,The Kinks,,1,1
en_english_songs_421,en,Outskirts,Sam Hunt,,1,1
en_english_songs_252,en,Bridges,ALIKA,,1,1
bn_bangla_songs_4400,bn,একটু রক্ত দাও একটু রক্ত দাও,,আধুনিক বাংলা গান,0,0
bn_bangla_songs_1774,bn,ভব সিন্ধু পার হবে যদি মন আয়,,ফোক গান,0,0
bn_bangla_songs_247,bn,গানে ডাকি মুর্শিদেরে গানে খুঁজে পাই,,ফোক গান,0,0
en_english_songs_15,en,I Heard It Through The Grapevine,Marvin Gaye,,1,1
en_english_songs_259,en,Be My Lover (feat. La Bouche) - 2023 Mix,Hypaton,,1,1
bn_bangla_songs_4063,bn,রাইয়ের বচন শুনি সখীগণ আনল যমুনা বারি,,ফোক গান,0,0
en_english_songs_697,en,Location (feat. Burna Boy),Dave,,1,1
en_english_songs_185,en,Anti-Hero,Taylor Swift,,1,1
bn_bangla_songs_2622,bn,কে হেলে দুলে চলে এলোচুলে,,নজরুলগীতি,0,0
bn_bangla_songs_3565,bn,রক্ষা-কালীর রক্ষা-কবচ আছে আমায় ঘিরে,,নজরুলগীতি,0,0
bn_bangla_songs_7073,bn,ঘাটে লাগাইয়া ডিঙ্গা,,আধুনিক বাংলা গান,0,0
bn_bangla_songs_2085,bn,আজ হৃদয়ে ভালোবেসে,,আধুনিক বাংলা গান,0,0
bn_bangla_songs_6295,bn,"পথিক পরান চল্‌, চল্‌ সে পথে তুই",,রবীন্দ্রসঙ্গীত,0,0
en_english_songs_350,en,Heaven,Niall Horan,,1,1
en_english_songs_558,en,Heat Waves,Glass Animals,,1,1
bn_bangla_songs_5742,bn,ওই কি এলে আকাশপারে দিক-ললনার প্রিয়,,রবীন্দ্রসঙ্গীত,0,0
en_english_songs_692,en,love nwantiti (ah ah ah),CKay,,1,1
en_english_songs_384,en,Dawns (feat. Maggie Rogers),Zach Bryan,,1,1
en_english_songs_224,en,GOOD LOYAL THOTS,Odetari,,1,1
bn_bangla_songs_7135,bn,জননী,,আধুনিক বাংলা গান,0,0
bn_bangla_songs_4239,bn,পিরীতি বলিয়া একটি কমল রসের সাগর মাঝে,,ফোক গান,0,0
en_english_songs_271,en,The Way I Am,Eminem,,1,1
bn_bangla_songs_6781,bn,মুখোশে আমায় যেমন দেখো,,আধুনিক বাংলা গান,0,0
bn_bangla_songs_1224,bn,দুঃখ সহনো না যায় যৌবন চলিয়া গেল সখী,,ফোক গান,0,0
bn_bangla_songs_6853,bn,তুমি একজনই শুধু বন্ধু আমার,,আধুনিক বাংলা গান,0,0
bn_bangla_songs_4324,bn,কি করিব কোথা যাব কি হৈবে উপায়,,ফোক গান,0,0
bn_bangla_songs_1723,bn,গৌর বলিয়ে ও নাগরী হৃদয় ফাটিয়ে যায়,,ফোক গান,0,0
bn_bangla_songs_6130,bn,"ও কি এল, ও কি এল না",,রবীন্দ্রসঙ্গীত,0,0
en_english_songs_406,en,If We Ever Broke Up,Mae Stephens,,1,1
bn_bangla_songs_6675,bn,অন্নপূর্ণার ধন্য কাশী,,ফোক গান,0,0
en_english_songs_679,en,505,Arctic Monkeys,,1,1
bn_bangla_songs_7294,bn,এবার আমার উমা এলে,,ফোক গান,0,0
en_english_songs_178,en,Creepin' (with The Weeknd & 21 Savage),Metro Boomin,,1,1
en_english_songs_177,en,El Azul,Junior H,,1,1
en_english_songs_100,en,Twisted,Keith Sweat,,1,1
en_english_songs_41,en,Dancing Queen,ABBA,,1,1
en_english_songs_358,en,Dancing is Healing,Rudimental,,1,1
bn_bangla_songs_6165,bn,এমনি ক’রেই যায় যদি দিন যাক না,,রবীন্দ্রসঙ্গীত,0,0
en_english_songs_184,en,Boy's a Liar Pt. 2,PinkPantheress,,1,1
bn_bangla_songs_3082,bn,আহ্‌মদের ওই মিমের পর্দা উঠিয়ে দেখ মন,,নজরুলগীতি,0,0
en_english_songs_391,en,Your Heart Or Mine,Jon Pardi,,1,1
bn_bangla_songs_3872,bn,বুকেরও আগুন দিয়ে আমাকে জ্বালিয়ে তুমি,,আধুনিক বাংলা গান,0,0
bn_bangla_songs_6354,bn,তার         বিদায়বেলার মালাখানি,,রবীন্দ্রসঙ্গীত,0,0
en_english_songs_438,en,Old School,The Band That Saved The World,,1,1
bn_bangla_songs_392,bn,আমি তোমার পুতুল বন্ধু,,ফোক গান,0,0
bn_bangla_songs_1330,bn,আমার প্রাণ ত বাঁচে না রে রসময় শ্যাম তুমি বিনে,,ফোক গান,0,0
en_english_songs_12,en,Alive,Pearl Jam,,1,1
en_english_songs_746,en,Say Something,Karen Harding,,1,1
en_english_songs_772,en,Ayo,Chris Brown,,1,1
bn_bangla_songs_6001,bn,আজ    বুকের বসন ছিঁড়ে ফেলে দাঁড়িয়েছে,,রবীন্দ্রসঙ্গীত,0,0
bn_bangla_songs_782,bn,"ও মনমাঝি রে, কিনারা ভিড়াইয়া রে বাইও নাও",,ফোক গান,0,0
bn_bangla_songs_5474,bn,জানলা খোলা দেখে থমকে দাঁড়ালো,,আধুনিক বাংলা গান,0,0
en_english_songs_784,en,Love Yourself,Justin Bieber,,1,1
bn_bangla_songs_3584,bn,ওমা নির্গুণেরে প্রসাদ দিতে,,নজরুলগীতি,0,0
en_english_songs_226,en,Area Codes,Kali,,1,1
bn_bangla_songs_6457,bn,সখী    তোরা দেখে যা এবার এল সময়,,রবীন্দ্রসঙ্গীত,0,0
bn_bangla_songs_4178,bn,দেখিলে কলঙ্কীর মুখ কলঙ্ক হইবে,,ফোক গান,0,0
en_english_songs_357,en,Heart Wants What It Wants,Bebe Rexha,,1,1
en_english_songs_740,en,On My Mind,Ellie Goulding,,1,1
en_english_songs_527,en,Calm Down,Rema,,1,1
bn_bangla_songs_4676,bn,প্রাণ সখিরে ঐ শোন কদম্বতলে বংশী বাজায় কে,,ফোক গান,0,0
en_english_songs_506,en,In Ha Mood,Ice Spice,,1,1
bn_bangla_songs_2498,bn,তোমার আমার কারো মুখে কথা নেই,,আধুনিক বাংলা গান,0,0
bn_bangla_songs_37,bn,খানা খাওয়ার ঘন্টা বাজিলো গো সখি আমার,,ফোক গান,0,0
en_english_songs_658,en,House On Fire,Mimi Webb,,1,1
bn_bangla_songs_6339,bn,এসো এসো ফিরে এসো,,রবীন্দ্রসঙ্গীত,0,0
bn_bangla_songs_1636,bn,কালায় রাধাকে ভাবিয়া মনে বাজায় বাঁশি নিদুবনে,,ফোক গান,0,0
en_english_songs_650,en,Late Night Talking,Harry Styles,,1,1
en_english_songs_721,en,Lay It All on Me (feat. Ed Sheeran),Rudimental,,1,1
bn_bangla_songs_2428,bn,কাঙালের অশ্রুতে যে রক্ত ঝরে,,আধুনিক বাংলা গান,0,0
en_english_songs_654,en,Save Your Tears,The Weeknd,,1,1
bn_bangla_songs_5112,bn,লহো লহো তুলি লও হে ভূমিতল হতে ধূলিম্লান এ পরান,,রবীন্দ্রসঙ্গীত,0,0
en_english_songs_773,en,Not Letting Go (feat. Jess Glynne),Tinie Tempah,,1,1
bn_bangla_songs_3296,bn,আমার ভাঙা নায়ের বইঠা ঠেলে,,নজরুলগীতি,0,0
en_english_songs_754,en,Do It Again,Pia Mia,,1,1
bn_bangla_songs_1639,bn,কে তুমি কদম্বমূলে পরিচয় কেন বল না,,ফোক গান,0,0
bn_bangla_songs_7155,bn,নির্বোধ,,আধুনিক বাংলা গান,0,0
en_english_songs_191,en,I'm Good (Blue),David Guetta,,1,1
bn_bangla_songs_966,bn,প্রাণসখি গো মনে চায় বন্ধুরে দেখিতে,,ফোক গান,0,0
bn_bangla_songs_4686,bn,কলিকালের ভণ্ড বাবা খাজা বাবার নাম ভাঙ্গাইয়া,,আধুনিক বাংলা গান,0,0
en_english_songs_587,en,Relax My Eyes,ANOTR,,1,1
en_english_songs_137,en,Bow Down,Westside Connection,,1,1
bn_bangla_songs_3844,bn,ডাকরে মন কালী বলে,,ফোক গান,0,0
bn_bangla_songs_7363,bn,আমাদের জন্য,,আধুনিক বাংলা গান,0,0
en_english_songs_327,en,Need A Favor,Jelly Roll,,1,1
bn_bangla_songs_1662,bn,জলের ঘাটেতে বসি ঠার দিয়া কুল মজাইছে,,ফোক গান,0,0
bn_bangla_songs_5209,bn,তুমি জাগিছ কে,,রবীন্দ্রসঙ্গীত,0,0
bn_bangla_songs_6253,bn,বনে যদি ফুটল কুসুম,,রবীন্দ্রসঙ্গীত,0,0
bn_bangla_songs_1249,bn,ভোমর কইও গিয়া,,ফোক গান,0,0
en_english_songs_314,en,25 To Life,Eminem,,1,1
bn_bangla_songs_4708,bn,মুরশিদকে মানিলে খোদায় মান্য হয়,,ফোক গান,0,0
bn_bangla_songs_1682,bn,তোর লাগি মোর প্রাণ কান্দে রে বিদেশী বন্ধু,,ফোক গান,0,0
en_english_songs_340,en,Players,Coi Leray,,1,1
en_english_songs_481,en,Chanel,Becky G,,1,1
en_english_songs_302,en,No Love,Eminem,,1,1
en_english_songs_187,en,Die For You,The Weeknd,,1,1
bn_bangla_songs_3684,bn,সুরা তীন,,নজরুলগীতি,0,0
en_english_songs_205,en,I Ain't Worried,OneRepublic,,1,1
en_english_songs_520,en,Private Landing (feat. Justin Bieber & Future),Don Toliver,,1,1
en_english_songs_186,en,Last Night,Morgan Wallen,,1,1
en_english_songs_17,en,Life on Mars? - 2015 Remaster,David Bowie,,1,1
bn_bangla_songs_2015,bn,গুরুপদ পদরাবৃন্দে মনভুজঙ্গ মজনারে,,ফোক গান,0,0
en_english_songs_108,en,Only God Can Judge Me (ft. Rappin' 4-Tay),2Pac,,1,1
bn_bangla_songs_5198,bn,শুভ্র আসনে বিরাজ’ অরুণছটামাঝে,,রবীন্দ্রসঙ্গীত,0,0
bn_bangla_songs_23,bn,পড়ে দুরুদ শুনি আমার নবীর শানে,,ফোক গান,0,0
en_english_songs_652,en,Bam Bam (feat. Ed Sheeran),Camila Cabello,,1,1
en_english_songs_173,en,Classy 101,Feid,,1,1
bn_bangla_songs_4520,bn,দেখ নারে ভাব-নগরে ভাবের কীর্তি,,ফোক গান,0,0
bn_bangla_songs_3205,bn,"যাবি কে মদিনায়, আয় ত্বরা করি",,নজরুলগীতি,0,0
en_english_songs_300,en,Space Bound,Eminem,,1,1
en_english_songs_673,en,Bad Habit,Steve Lacy,,1,1
en_english_songs_367,en,Hell N Back,Bakar,,1,1
en_english_songs_375,en,Haven't You Ever Been In Love Before?,Lewis Capaldi,,1,1
en_english_songs_707,en,My Heart Goes (La Di Da),Becky Hill,,1,1
bn_bangla_songs_1743,bn,চলেছে হরি নামের গাড়ী,,ফোক গান,0,0
en_english_songs_423,en,Eyes On You,Nicky Youre,,1,1
bn_bangla_songs_2810,bn,হেনে গেল তির তিরছ তার চাহনি,,নজরুলগীতি,0,0
bn_bangla_songs_696,bn,মাগো আমি কিসে দোষী,,ফোক গান,0,0
en_english_songs_722,en,"Downtown (feat. Melle Mel, Grandmaster Caz, Kool Moe Dee & Eric Nally)",Macklemore & Ryan Lewis,,1,1
en_english_songs_355,en,Stars Like Confetti,Dustin Lynch,,1,1
en_english_songs_305,en,White America,Eminem,,1,1
bn_bangla_songs_6653,bn,কোন কারনেই ফেরানো গেলোনা তাকে,,আধুনিক বাংলা গান,0,0
bn_bangla_songs_4007,bn,এই সে রস নিগুঢ় ধন্য ব্রজ বিনা ইহা না জানে অন্য,,ফোক গান,0,0
en_english_songs_309,en,Smack That,Akon,,1,1
bn_bangla_songs_3215,bn,ঈদুজ্জোহার তকবীর শোন ঈদগাহে,,নজরুলগীতি,0,0
bn_bangla_songs_6588,bn,হে নিরুপমা গানে যদি লাগে বিহ্বল তান করিয়ো ক্ষমা,,রবীন্দ্রসঙ্গীত,0,0
bn_bangla_songs_1798,bn,আদরে বাজায়গো বাঁশি রসিক বন্ধুয়া,,ফোক গান,0,0
en_english_songs_759,en,"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack) - Afrojack Remix",David Guetta,,1,1
bn_bangla_songs_4049,bn,ধিক্‌ ধিক্‌ ধিক্‌ নিঠুর কালিয়া তোরে যে এ বুদ্ধি দিল,,ফোক গান,0,0
bn_bangla_songs_1174,bn,ও সজনী কও গো শুনি গুণমণি কৈ,,ফোক গান,0,0
bn_bangla_songs_1104,bn,আমি রাধা ছাড়া কেমনে থাকি একা রে সুবল সখা,,ফোক গান,0,0
en_english_songs_246,en,Watergun,Remo Forrer,,1,1
bn_bangla_songs_3743,bn,মাকে ভাসায়ে ভাটির স্রোতে,,নজরুলগীতি,0,0
en_english_songs_518,en,What It Is (Block Boy) (with Kodak Black),Doechii,,1,1
en_english_songs_200,en,Moonlight,Kali Uchis,,1,1
en_english_songs_344,en,ceilings,Lizzy McAlpine,,1,1
en_english_songs_369,en,Meltdown,Niall Horan,,1,1
en_english_songs_80,en,Always Be My Baby,Mariah Carey,,1,1
bn_bangla_songs_448,bn,তোমারি মহিমা বুঝিতে এ সংসারেতে কে আছে এমনি,,ফোক গান,0,0
bn_bangla_songs_1848,bn,ঐ শুনি গো মোহন বাঁশি বাজায় শ্যামরায়,,ফোক গান,0,0
en_english_songs_263,en,Tak Segampang Itu,Anggi Marito,,1,1
bn_bangla_songs_3895,bn,ভুলে গেছি সব গানের সুর গানের কথা (ভীষণ ব্যাথা),,আধুনিক বাংলা গান,0,0
bn_bangla_songs_3216,bn,পানসে জোছনাতে কে চলো গো পানসি বয়ে,,নজরুলগীতি,0,0
bn_bangla_songs_6732,bn,বাংলাদেশ (জেমস),,আধুনিক বাংলা গান,0,0
en_english_songs_735,en,All of Me,John Legend,,1,1
bn_bangla_songs_1235,bn,শ্যাম বিচ্ছেদে অঙ্গ আমার জ্বলে গো ললিতে,,ফোক গান,0,0
en_english_songs_748,en,Blank Space,Taylor Swift,,1,1
en_english_songs_603,en,Make Me,Borai & Denham Audio,,1,1
bn_bangla_songs_4828,bn,মহুল গাছে ফুল ফুটেছে,,নজরুলগীতি,0,0
en_english_songs_687,en,Doja,Central Cee,,1,1
en_english_songs_330,en,Curtains,Ed Sheeran,,1,1
en_english_songs_732,en,Trouble,Iggy Azalea,,1,1
en_english_songs_589,en,TMO (Turn Me On) [feat. Kevin Lyttle],Luude,,1,1
bn_bangla_songs_7704,bn,ফকিরি করবি ক্ষেপা কোন রাগে,,ফোক গান,0,0
en_english_songs_392,en,Lavender Haze,Taylor Swift,,1,1
bn_bangla_songs_3847,bn,চিকন-কালরূপা সুন্দরী ত্রিপুরারি-হৃদে বিহরে,,ফোক গান,0,0
bn_bangla_songs_2687,bn,যে আল্লাহ কথা শোনে তারি কথা শোনে লোকে,,নজরুলগীতি,0,0
en_english_songs_101,en,Say You'll Be There,Spice Girls,,1,1
bn_bangla_songs_2235,bn,লীলা দেখে লাগে ভয়,,ফোক গান,0,0
en_english_songs_549,en,Can't Tame Her,Zara Larsson,,1,1
en_english_songs_742,en,Stole the Show,Kygo,,1,1
bn_bangla_songs_6107,bn,আমায়   ক্ষমো হে ক্ষমো,,রবীন্দ্রসঙ্গীত,0,0
bn_bangla_songs_2255,bn,আমার মনের মানুষের সনে,,ফোক গান,0,0
en_english_songs_546,en,MATHEMATICAL DISRESPECT,Lil Mabu,,1,1
bn_bangla_songs_4758,bn,কাজ ভোলাবার কে গো তোরা,,রবীন্দ্রসঙ্গীত,0,0
en_english_songs_87,en,"Because You Loved Me (Theme from ""Up Close and Personal"")",Céline Dion,,1,1
bn_bangla_songs_5461,bn,দেখ দেখ রাধারূপ অপার,,ফোক গান,0,0
en_english_songs_329,en,Gold,Dierks Bentley,,1,1
en_english_songs_621,en,Peru,Fireboy DML,,1,1
bn_bangla_songs_597,bn,ঘন অম্বরে মেঘ সমুদ্র দোলে রহি রহি,,আধুনিক বাংলা গান,0,0
en_english_songs_283,en,The Ringer,Eminem,,1,1
en_english_songs_787,en,How Deep Is Your Love,Calvin Harris,,1,1
bn_bangla_songs_6790,bn,আগে কী সুন্দর দিন কাটাইতাম,,ফোক গান,0,0
en_english_songs_463,en,Mr. Invisible,Apollo 13,,1,1
en_english_songs_127,en,Fire Water Burn,Bloodhound Gang,,1,1
en_english_songs_92,en,One Headlight,The Wallflowers,,1,1
bn_bangla_songs_3529,bn,চাঁদে চাঁদে চন্দ্রগ্রহণ হয়,,ফোক গান,0,0
bn_bangla_songs_5289,bn,আমি সংসারে মন দিয়েছিনু,,রবীন্দ্রসঙ্গীত,0,0
bn_bangla_songs_5529,bn,ভেঙে মোর  ঘরের চাবি   নিয়ে যাবি    কে আমারে,,রবীন্দ্রসঙ্গীত,0,0
en_english_songs_313,en,Drop The World,Lil Wayne,,1,1
en_english_songs_756,en,Like I Can - Radio Mix,Sam Smith,,1,1
en_english_songs_395,en,Giving Up On That,Dalton Dover,,1,1
en_english_songs_490,en,Ain’t That Some,Morgan Wallen,,1,1
en_english_songs_353,en,Whistle (feat. Calum Scott),Jax Jones,,1,1
bn_bangla_songs_4361,bn,বন্ধু বিফলে গেল নব যৌবন,,ফোক গান,0,0
bn_bangla_songs_4771,bn,একদা প্রাতে কুঞ্জতলে অন্ধ বালিকা,,রবীন্দ্রসঙ্গীত,0,0
en_english_songs_683,en,Happier Than Ever,Billie Eilish,,1,1
en_english_songs_608,en,B.O.T.A. (Baddest Of Them All) - Edit,Eliza Rose,,1,1
en_english_songs_20,en,Tears in Heaven,Eric Clapton,,1,1
bn_bangla_songs_5441,bn,এই   মলিন বস্ত্র ছাড়তে হবে,,রবীন্দ্রসঙ্গীত,0,0
en_english_songs_623,en,Shivers,Ed Sheeran,,1,1
en_english_songs_210,en,El Gordo Trae El Mando,Chino Pacas,,1,1
